57866|333|2.189|0.037|15.7797820239|37.139.140.8,37.139.140.44,37.139.139.125
43531|59|3.784|0.236|4.18609682431|
28685|197|1.052|0.002|23.7367852359|37.0.80.80
38930|802|1.671|0.005|34.5494269333|87.255.57.222,87.255.35.117,87.255.32.113,87.255.49.246,87.255.35.119
18451|1|6.043|6.043|0.0|
44053|24|44.4225|42.219|42.2499077537|79.98.215.1,94.127.176.21,94.127.176.25
8218|341|11.138|4.769|11.2095070859|83.167.56.216,83.167.55.149,83.167.56.154
8737|3490|2.6125|0.0|8.98175304906|213.75.64.238,213.75.1.76,213.75.1.80,213.75.1.78,213.75.1.82,213.75.64.234,213.75.64.240,213.75.64.236
48166|43|44.082|42.497|17.3465725233|89.22.16.162,91.210.84.6
15399|5|11.938|1.054|6.54226057567|
2603|100|20.5245|0.029|12.3019507259|109.105.97.17
51758|164|4.33|0.252|40.1799573835|95.215.185.3
24586|27|1.716|0.941|6.38349451687|46.22.180.57
12859|245|2.602|0.115|18.0075785443|213.136.2.229,213.136.14.251
30781|32|0.7845|0.378|2.99728931638|
41913|6|32.291|3.542|38.1217709747|91.135.64.147
25151|116|6.05|0.018|7.38850938703|109.235.73.129
15426|56|7.873|0.028|22.0311157319|62.212.131.81,89.255.24.205
6724|39|2.602|0.052|4.57498903546|85.214.0.62
50245|227|1.51|0.025|16.7830686225|146.120.161.12,109.206.160.254
12871|129|6.546|0.043|37.0799217077|213.197.18.77,213.197.18.33
15435|384|1.9775|0.019|22.7876571578|62.45.63.109,62.45.30.253,62.45.63.97,62.45.254.162,62.45.30.229
12876|104|9.7965|0.035|19.0217516666|195.154.1.114,195.154.1.102,195.154.1.16,195.154.2.32,195.154.1.100,195.154.1.112
1103|195|3.667|0.003|34.997387929|145.145.17.101,145.145.18.93,145.145.17.93,145.145.17.69,145.145.12.101,145.145.19.229,145.145.19.190,145.145.18.174,145.145.19.49,145.145.20.57,145.145.4.45
28753|2|3.4235|2.473|0.9505|
25358|11|12.747|2.724|5.63509626954|195.140.148.26
31673|15|10.448|3.06|8.78613200042|31.171.207.237
25525|26|0.212|0.001|5.56370761986|89.30.192.45
50266|1|1.732|1.732|0.0|
8283|145|0.613|0.008|2.36854152416|
197731|169|6.376|0.391|15.3042548755|31.3.104.105
12902|43|3.94|2.393|45.6949215372|217.77.128.3
12392|397|5.169|0.044|9.60896070393|212.68.211.130,212.68.211.165,212.68.211.141,212.68.211.9,212.68.211.21,212.68.211.157,212.68.211.181
44050|11|38.508|34.641|2.71423669011|95.215.3.102
12989|6|10.2775|9.4|9.79782783183|81.171.40.25,209.197.10.7
28788|22|9.525|0.09|54.2073321396|62.133.255.186,62.133.255.177
8315|11|3.634|0.407|11.8445806006|91.200.49.142
12414|270|9.561|0.033|20.5747402939|212.45.45.173,212.45.45.109,212.45.35.233,212.45.60.102
47232|304|13.12|0.582|14.1605097637|93.91.144.181,217.75.208.117,217.75.208.21
3265|2|5.4835|5.409|0.0745|
58511|5|8.165|7.427|10.018566097|103.247.3.198
50324|1|9.289|9.289|0.0|
30870|153|2.173|0.009|13.9728684937|83.98.137.237
34968|34|1.072|0.204|25.2689638763|193.238.240.81
59554|225|4.994|0.491|13.2570477833|5.178.112.98,5.178.112.126
39591|35|12.1|0.023|8.50032939789|77.94.240.30
1140|135|2.4|0.006|18.1704974518|94.198.152.2,193.176.144.162
8893|1|9.006|9.006|0.0|
57023|14|21.89|9.631|23.1240974841|141.170.208.133,141.170.208.142
41153|110|5.9585|2.171|13.4776705726|91.215.5.133
46786|2|9.419|9.128|0.291|
15557|641|19.59|0.195|68.8806462358|93.17.148.161,84.96.187.45,84.96.212.206,84.96.156.189,84.96.154.141,93.20.74.85,62.39.64.49,93.20.91.197,93.20.74.149,84.96.169.245,80.118.205.57,93.20.48.21,84.96.225.241,84.96.136.238,80.118.197.85,109.3.10.193,84.96.170.181,109.24.67.173,80.118.91.209,86.64.231.209,84.96.199.14,84.96.211.105,109.24.67.93,86.65.224.233,109.24.142.169,109.24.130.209,109.24.114.121,84.96.204.109,80.118.203.157,109.5.247.78,93.17.189.133,84.96.155.49,109.24.142.165,86.66.73.121,84.96.187.198,84.96.162.65,84.96.242.53,109.0.117.73,84.96.188.50,109.3.18.17,84.96.204.118,109.3.29.237,86.65.223.61,93.17.162.25,84.96.164.117,84.96.141.166,84.96.170.170,109.3.70.141,86.66.127.126
24785|794|3.379|0.002|10.0468059204|217.170.0.244,217.170.0.242
29396|118|0.4665|0.01|28.5425409427|90.145.153.38,90.145.153.46
39637|12|6.4085|1.09|12.5885619543|91.201.166.81,91.201.165.149
29587|31|7.953|0.05|11.3902176343|83.101.0.214,83.101.0.250
39647|188|1.5695|0.026|7.9841738245|178.238.96.45,89.184.160.219
41696|42|1.596|0.005|20.4027574048|89.221.178.101
6881|1|30.213|30.213|0.0|93.190.128.178
21219|431|8.037|0.327|5.88808026959|80.91.160.206,80.91.160.158
8932|182|10.0085|0.297|5.42842264704|185.48.240.54
13030|222|0.7845|0.009|4.52728733429|77.109.128.201,77.109.128.146,77.109.128.34
37100|23|31.82|6.115|10.4428301379|105.16.9.14
31477|21|0.861|0.073|9.47577717871|89.188.4.33
50304|351|8.903|0.059|69.6959915254|178.255.145.226,31.169.49.145,31.169.49.34
4651|15|3.399|0.589|6.15938304775|61.19.9.114
8455|101|0.899|0.039|9.1283583044|31.22.87.26,95.142.96.42,95.142.106.217,95.142.111.137
5390|72|1.448|0.003|25.8734001366|194.134.161.171
61044|81|6.211|0.211|24.4881530979|185.40.92.161
1299|4|4.6765|2.142|2.4706686342|
8468|44|1.1065|0.043|3.27859427049|
29462|233|3.353|0.007|13.9163423256|89.250.176.178
39704|99|0.782|0.009|17.3148281443|46.182.218.13,94.124.93.245
9498|231|14.028|0.068|35.2969401411|182.79.245.34,182.79.245.37,125.62.187.190,182.79.245.141,182.79.222.78,182.79.245.78,125.62.187.214,182.79.243.137,182.79.245.137,182.79.222.17,182.79.222.109
6939|477|3.483|0.0|44.6955623631|72.52.92.45,72.52.92.5,72.52.92.214,184.105.80.97,184.105.81.110,184.105.213.229
286|24|0.523|0.024|11.0518808592|134.222.48.241
8487|32|5.523|0.153|8.52667142339|78.41.186.69
35625|133|9.672|5.984|13.4064419435|185.39.168.71
9002|6|1.3335|0.94|2.52060643607|
31019|197|1.692|0.271|6.28203827156|91.228.151.53
13101|10|29.7305|8.462|9.61285632057|213.178.75.188
9009|3|0.728|0.136|3.18785532224|
44858|30|0.4325|0.289|0.0491695027431|
21320|20|0.5655|0.044|0.452362233172|
34123|25|45.662|41.903|2.24253517466|89.222.193.1,89.222.201.233,89.222.201.9,89.222.201.125,89.222.201.145,89.222.201.121,89.222.238.1,89.222.201.65,89.222.201.1,188.35.137.131
15693|193|1.175|0.000999999999998|32.8897786019|195.191.121.245,46.183.255.241
8529|6|120.6815|109.32|5.17331015083|82.178.33.106
43350|266|1.622|0.041|7.1039156083|5.104.136.153,185.107.116.21,185.107.116.22,85.159.238.25
8251|392|12.3235|2.724|16.1498039992|81.201.48.195,78.108.106.8,81.201.48.154
12644|6|19.8325|18.768|1.46523703998|185.66.148.75
24940|17|8.976|0.02|4.10793225838|
60781|4|2.9475|0.438|3.07567369653|
24637|4|7.423|4.563|1.98004373373|
25459|9|0.227|0.141|1.63446990689|
47886|4|1.106|0.55|2.33838640947|
49544|280|2.769|0.008|9.35835585112|109.200.218.90,188.122.95.53,109.200.218.197
16265|19|3.183|0.823|28.5046421433|31.31.38.170,31.31.38.46,31.31.38.44
38796|1|12.792|12.792|0.0|
39309|543|2.611|0.013|19.5594350524|88.159.0.167,88.159.2.193,88.159.0.172
202131|576|13.4655|0.077|14.5802088755|185.52.172.1,185.52.172.97
12693|6|24.155|14.487|3.59173950429|194.9.117.75
39318|15|4.658|1.162|30.0867123424|188.93.159.21
35224|159|0.677|0.0|38.5660974329|193.239.187.206
15772|31|34.361|8.829|9.00849234725|217.20.161.41,217.20.161.29
39326|41|0.325|0.0|10.9317514746|77.75.108.221
41887|134|1.4685|0.005|23.7122440272|94.228.128.126
24482|2|34.4505|30.561|3.8895|124.6.36.39,124.6.36.33
12714|251|7.173|0.069|6.06657205649|212.1.243.105,212.1.243.109,212.1.243.113
199599|52|46.634|42.116|3.71498108953|185.79.117.201,185.9.231.21,185.9.231.85
58291|29|2.542|2.01|23.5245020851|5.39.184.1
60341|57|1.79|0.051|3.37226358219|185.32.232.50
9143|213|3.402|0.006|5.9416302002|213.51.160.216,213.51.158.22,213.51.160.214,213.51.158.2,213.51.158.78,213.51.158.18
8632|14|7.741|6.19|47.0574432777|195.218.2.155
34233|28|13.8965|1.711|8.69511818171|83.137.192.17
9150|10|5.285|0.012|19.1836682008|213.207.115.49
57795|1|10.126|10.126|0.0|
20932|14|0.4025|0.043|5.42294837769|
12741|1408|20.9955|4.533|7.90689246259|83.238.249.128,83.238.249.64,83.238.250.12,83.238.249.24,83.238.249.26,83.238.249.206,83.238.251.92,83.238.251.98,83.238.251.166,83.238.249.42,83.238.251.142,83.238.251.46,83.238.248.230,213.17.183.173,83.238.248.208,83.238.249.204,83.238.249.178,83.238.248.210,83.238.250.168,83.238.249.176,87.204.224.0
34779|338|32.469|4.271|19.0874370956|84.255.208.81,84.255.208.230,84.255.250.9,84.255.250.237,84.255.250.177,84.255.250.233,84.255.250.1,84.255.209.169,84.255.250.37,84.255.250.81,84.255.250.245
18403|332|17.0385|0.42|37.8647056172|100.64.4.46,100.64.0.10,100.64.3.118,100.64.6.0,100.64.3.196,100.64.5.76,100.64.6.148,100.64.4.196,100.64.5.70,100.64.1.68
201701|102|21.311|3.658|7.53268186915|185.66.192.146
29670|82|24.212|0.154|6.74985645562|217.197.84.210,192.109.82.65
5615|447|1.119|0.034|2.65626288921|82.170.155.254
50673|1998|6.221|0.0075|12.3532435324|178.21.17.20,185.8.179.23,178.21.17.22,185.8.179.20,178.21.17.19
48635|301|4.955|0.019|29.6006471466|92.63.170.9,92.63.170.65,92.63.170.153,92.63.170.5
16298|60|9.1195|2.248|8.71992419877|217.119.10.1
36351|94|2.507|0.00999999999999|11.5679705671|50.97.18.213,50.97.18.211
